,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,경도,위도
245,마포구,1553598975,카페꼬모,5,1건,서울 마포구 와우산로21길 31-12 1층,마포구 서교동,영업시간&매일 11:00 ~ 20:00,,,#카페 #카카오페이,,,126.9218477,37.55191525
246,마포구,2022136907,알앤엠,3.3,16건,서울 마포구 성미산로17길 12 1층,마포구 연남동,"영업시간&월,화,수,목,일 12:30 ~ 20:30&금,토 12:30 ~ 21:00&이용시 주의 사항&인스타그램 확인",070-7631-0909,www.instagram.com/are.and.am,#카페 #감성카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 카푸치노 가격: 5,500++메뉴 이름: 바닐라라떼 가격: 5,500++메뉴 이름: 서리태라떼 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA3E8A9AC704F4895B84A97FBD72D9D6B,126.918265,37.56214037
247,마포구,438031035,다스이스트프로밧,4.5,30건,서울 마포구 독막로8길 16,마포구 합정동,"영업시간&월~금 09:00 ~ 22:00&토,일 13:00 ~ 22:00&공휴일&13:00 ~ 22:00",070-5102-5022,www.instagram.com/dasistprobat,#카페 #로스팅전문 #핸드드립전문점,"메뉴 이름: Espresso 가격: 4,000++메뉴 이름: Americano 가격: 4,000++메뉴 이름: Cappuccino 가격: 5,000++메뉴 이름: Latte 가격: 5,000++메뉴 이름: Vanilla Milk 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD776C0CD71224DA9B6F57E57298DFCEB,126.9178331,37.54725133
248,마포구,813307833,스핀오프,5,4건,서울 마포구 와우산로 161 성경빌딩 2층 203호,마포구 서교동,,,instagram.com/cafe_spinoff,#카페 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2E9007D77095440581E1DAF237EF51C8,126.9303364,37.55536468
249,마포구,26644181,설빙 홍대입구역점,1.9,56건,서울 마포구 홍익로6길 15 2층,마포구 서교동,영업시간&매일 11:00 ~ 05:00,02-323-3287,www.sulbing.com,#디저트카페 #데이트코스,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA5CD96F75F924E9B8E5666DB79474F02,126.9227049,37.55535132
250,마포구,2049742,투썸플레이스 합정역점,2.3,20건,서울 마포구 독막로 5,마포구 합정동,"영업시간&월,화,수,목,일 08:00 ~ 24:00&금,토 08:00 ~ 02:00",02-323-0026,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2528D747581832681E,126.9143078,37.54901974
251,마포구,16902898,나인나인,4.8,4건,서울 마포구 양화로16길 14-16 엘케이빌딩 1층,마포구 서교동,영업시간&매일 10:00 ~ 18:40&휴무일&설연휴&추석연휴,02-322-7762,www.nine9.co.kr,#테마카페 #구관인형카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F924BE55433F541B7860F6456B9694636,126.9200466,37.55277063
252,마포구,22614688,카페데코믹스 홍대점,3.9,14건,서울 마포구 어울마당로 96 3층,마포구 서교동,"영업시간&월,화,수,목,일 11:00 ~ 24:00&금,토 11:00 ~ 06:00",02-338-2221,www.cafedecomics.com,#북카페 #고양이카페 #데이트코스 #만화카페 #보드게임카페 #이색카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 레몬 아이스티 (ICE) 가격: 4,000++메뉴 이름: 초코라떼 가격: 4,500++메뉴 이름: 화이트초코 가격: 4,500",,126.9222944,37.55352742
253,마포구,26611826,아날로그가든,4.4,35건,서울 마포구 동교로 145,마포구 서교동,"영업시간&월,수,목,금 09:00 ~ 18:00&토,일 08:00 ~ 18:00&월,수,목,금,토,일 라스트오더 ~ 17:00&휴무일&화요일",,instagram.com/analog_garden,#카페 #로스팅전문 #브런치카페 #비건푸드 #제로페이,"메뉴 이름: 더블샷 에스프레소 가격: 3,500++메뉴 이름: 롱블랙 가격: 3,500++메뉴 이름: 플랫화이트 가격: 4,500++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 카푸치노 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2472473C55405B6533,126.9180494,37.55547385
254,마포구,789449187,살구다방,4.6,19건,서울 마포구 광성로6길 56 1층,마포구 신수동,영업시간&매일 12:00 ~ 19:00 (마감시간 유동적),,www.instagram.com/cafe_apricot_,#카페 #정갈한느낌 #핸드드립전문점 #제로페이,"메뉴 이름: 핸드드립 가격: 5,000++메뉴 이름: 살구커피 (ICED) 가격: 5,500++메뉴 이름: 콜드브루 (ICED) 가격: 5,000++메뉴 이름: 살구다방 에이드 가격: 6,000++메뉴 이름: 살구다방 토스트 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F26908723D5C946FE8A10093F73E2D972,126.9397665,37.54763568
255,마포구,27301267,언플러그드 홍대점,4.4,14건,서울 마포구 와우산로33길 26 1층,마포구 서교동,영업시간&매일 12:00 ~ 24:00,070-4200-9251,www.instagram.com/cafeunplugged,#카페 #뮤직카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 밀크티 가격: 6,000++메뉴 이름: 유자차 가격: 5,000++메뉴 이름: 요거트스무디 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6F6C55546DB24079BB68259273A51CD7,126.9292705,37.55548572
256,마포구,926407389,인솔커피 상수점,4.2,34건,서울 마포구 독막로18길 16 1층,마포구 서강동,"영업시간&월,화,수,목,일 11:00 ~ 21:00&금,토 11:00 ~ 23:00",02-2135-3166,,#카페 #감성카페 #로스팅전문 #애견동반식당 #핸드드립전문점 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2BE5E488005A4FA598BD54E710F01FCD,126.923544,37.54710927
257,마포구,1248073224,마로스쿠키,4.6,21건,서울 마포구 양화로6길 86 1층,마포구 합정동,"영업시간&화~일 11:30 ~ 23:00&기타&(2021년 10월 매장오픈 금,토,일 13:00~ / 택배 주문서 오픈 목 19:00)&휴무일&월요일&이용시 주의 사항&2021년 10월 월,화,수,목 휴무",,instagram.com/cafe_maros,#디저트카페 #제로페이,"메뉴 이름: 버터스카치 가격: 3,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6CDA4C49ECA84EBA8ED796B25755D2E9,126.918866,37.54826025
258,마포구,451924760,브레이크아웃이스케이프 홍대점,4.8,12건,서울 마포구 와우산로 102 3층,마포구 서교동,"영업시간&월~금 13:00 ~ 23:00&토,일 10:30 ~ 23:00&이용시 주의 사항&설날 당일 휴무",02-336-3527,m.booking.naver.com/booking/12/bizes/110544,#테마카페 #방탈출카페 #홍대놀거리 #홍대방탈출 #홍대방탈출추천 #홍대방탈출카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4478B9E9466B4A7088967F7EE610745C,126.9248689,37.5529451
259,마포구,556256685,메리마카롱,4.4,33건,서울 마포구 동교로38길 33-6 1층,마포구 연남동,영업시간&화~일 12:00 ~ 20:00&(소진시마감)&휴무일&월요일,02-6053-2018,www.instagram.com/merry_macaron,#디저트카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000++메뉴 이름: 얼그레이 가격: 3,000++메뉴 이름: 마카롱 가격: 2,500++메뉴 이름: 머랭쿠키 (L) 가격: 7,000++메뉴 이름: 머랭쿠키 (S) 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_997949367,126.9259289,37.56143085
260,마포구,1354818443,오펠레,4.4,17건,서울 마포구 독막로 291-5 1층,마포구 염리동,영업시간&월~금 11:30 ~ 22:00&토 12:00 ~ 22:00&휴무일&일요일,02-707-2712,,#카페 #디저트카페 #소개팅,"메뉴 이름: 아메리카노 가격: 3,900++메뉴 이름: 카페라떼 가격: 4,400++메뉴 이름: 쿠스미티 (choco) 가격: 6,000++메뉴 이름: 프랭크린딸기&산딸기 (ICE) 가격: 7,500++메뉴 이름: 마르티넬리스사과 (ICE) 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F95E99A0E7DAD49D594DBFE38859E3A63,126.9457625,37.54509964
261,마포구,798968874,다다랩,4.8,27건,서울 마포구 월드컵로15길 17,마포구 망원1동,"영업시간&화~금 14:00 ~ 23:00&토,일 12:00 ~ 23:00&휴무일&월요일",0507-1342-8305,www.instagram.com/cafedadalab,#커피전문점 #로스팅전문 #빈티지분위기 #핸드드립전문점,"메뉴 이름: 다다의실험#1 가격: 7,400++메뉴 이름: 스모어 가격: 3,000++메뉴 이름: 콜드브루 가격: 4,000++메뉴 이름: 문장칵테일 가격: 12,400",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAE76644BF3304B08960724813C995BF7,126.9087812,37.55609588
262,마포구,191087514,구름뜬하늘,2.9,16건,서울 마포구 와우산로27길 21 2층,마포구 서교동,"영업시간&매일 11:00 ~ 22:00&휴무일&둘째,넷째 화요일",02-3144-4978,www.instagram.com/youngsoo0319,#애견카페 #데이트코스 #이색카페 #제로페이,,,126.9271013,37.55414808
263,마포구,1218836315,로파이,4.7,9건,서울 마포구 와우산로15길 16 1층,마포구 서교동,"영업시간&월,화,수,목,일 11:00 ~ 24:00&금,토 11:00 ~ 02:00",02-332-1310,www.instagram.com/lofixx,#카페 ,"메뉴 이름: 로파이 달의 커피 (ICE) 가격: 5,800++메뉴 이름: 아메리카노 가격: 4,800++메뉴 이름: 카페라테 가격: 5,300++메뉴 이름: 파르페 가격: 8,000++메뉴 이름: 청포도 머스캣 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2BC85E37DFDE4C72869728EB0F38F328,126.922292,37.54980485
264,마포구,704751459,라포레스타,4.3,16건,서울 마포구 신촌로6길 23 지하1층,마포구 서교동,영업시간&매일 12:00 ~ 22:30,,www.instagram.com/laforesta_seoul,#디저트카페 #디저트카페 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 6,000++메뉴 이름: 크림 카페모카 가격: 7,000++메뉴 이름: 밀크티 가격: 6,000++메뉴 이름: 레몬에이드 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F85F51EDCDD7949FFA574EE2E9C9DBF91,126.9299785,37.55627223
265,마포구,696579885,오우야에스프레소바,4.1,35건,서울 마포구 성지길 45 101호,마포구 합정동,영업시간&월~토 10:00 ~ 19:30,02-2088-2101,www.instagram.com/ouya_espressobar,#카페 #모던한 #스탠딩바,"메뉴 이름: 에스프레소 가격: 1,900++메뉴 이름: 오우야커피 가격: 2,900++메뉴 이름: 오우야라떼 가격: 3,400++메뉴 이름: 콤프레소 가격: 3,600++메뉴 이름: 브라우니하프 가격: 1,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF9C08124013F46A299D1C4E1E067F931,126.9131263,37.54665793
266,마포구,2078106832,낙랑파라 망원점,2.7,15건,"서울 마포구 망원로 7-12 1,2층",마포구 망원2동,영업시간&매일 11:00 ~ 22:00,02-335-2282,www.instagram.com/nrparlour_mw,#카페 #데이트코스 #루프탑있는 #빈티지분위기 #핸드드립전문점 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 블렌드 가격: 6,000++메뉴 이름: 얼그레이 가격: 6,000++메뉴 이름: 생망고빙수 가격: 14,000++메뉴 이름: 낙랑 아이스크림 라떼 가격: 7,000",,126.8978838,37.55637323
267,마포구,805171541,연남동벚꽃집,3.2,13건,서울 마포구 동교로29길 50,마포구 연남동,영업시간&매일 11:00 ~ 23:00,,,#디저트카페 #데이트코스 #소개팅 #제로페이,"메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 벚꽃치노 가격: 6,000++메뉴 이름: 복숭아 아이스티 가격: 5,500++메뉴 이름: 진한 초코라떼 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1E575161869E4987BF9569F00E779766,126.9227103,37.56263756
268,마포구,383691626,서치홀,3,5건,서울 마포구 동교로23길 98-9,마포구 연남동,영업시간&화~일 11:00 ~ 20:00&휴무일&월요일,02-426-4039,www.instagram.com/cafe_search_hall,#카페 #감성카페 #데이트코스 #루프탑있는,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 아인슈페너 가격: 6,000++메뉴 이름: 커피브라우니와 아이스크림 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA6167D0C3D004646BEE3F94FF8FF06AC,126.9180539,37.5597102
269,마포구,1537562677,로우필름 카페앤갤러리,5,1건,서울 마포구 독막로7길 44 2층,마포구 서교동,,02-336-5500,www.instagram.com/rawfilm_gallerycafe,#카페 ,,,126.9199572,37.54969876
270,마포구,27273035,무제한룸카페,2.7,6건,서울 마포구 어울마당로 118 3층,마포구 서교동,,070-4202-5571,,#테마카페 #데이트코스 #룸카페 #보드게임카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4E0C4BF8C7B04D24A55CD68A84398506,126.9234574,37.55504178
271,마포구,319726595,더조커 홍대2호점,5,1건,서울 마포구 와우산로21길 20-5 2층,마포구 서교동,영업시간&매일 12:00 ~ 24:00,,,#보드카페 #데이트코스 #만화카페 #보드게임카페 #회식장소,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD28F7F6DB33946448693580B2DBF7C9B,126.9226777,37.55264715
272,마포구,21458966,할리스 합정역점,2.2,44건,서울 마포구 양화로 36 2층,마포구 합정동,영업시간&매일 00:00 ~ 24:00,02-6204-1234,www.hollys.co.kr,#커피전문점 #24시간카페 #데이트코스 #북카페 #카카오페이,"메뉴 이름: 티아라 딸기 생크림 케이크 가격: 32,000++메뉴 이름: 해피 홀리데이 세트 가격: 18,600++메뉴 이름: 스윗 뉴 이어 세트 가격: 18,300++메뉴 이름: 해피 크로플 세트 가격: 20,600++메뉴 이름: 뚱카롱 세트 가격: 8,700++메뉴 이름: 딸기치즈스윗박스 가격: 6,900++메뉴 이름: 해피 도넛 딸기 할리치노 - R/ICE 가격: 6,300++메뉴 이름: 더 진한 딸기 스무디 - R/ICE 가격: 6,800++메뉴 이름: 할리스 리프레시 세트 가격: 20,300++메뉴 이름: 할리스 브런치 세트 가격: 19,300",,126.9133382,37.54851017
273,마포구,1648263805,스타벅스 마포염리점,4.3,12건,서울 마포구 독막로 311,마포구 염리동,"영업시간&월~금 07:00 ~ 20:00&토,일 08:00 ~ 20:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6DA50A1FD5FC47DF914EB7F25BE0FA58,126.9474814,37.54399688
274,마포구,1010403615,놀숲플러스 홍대점,2.9,14건,서울 마포구 양화로16길 29 지하1층,마포구 서교동,영업시간&매일 00:00 ~ 24:00,02-337-6588,www.nolsoop.co.kr,#만화카페 #공부하기좋은 #단체석 #데이트코스 #만화카페 #보드게임 #북카페 #아이와함께 #제로페이,"메뉴 이름: 체리콕 가격: 4,000++메뉴 이름: 크림 치즈 프레즐 가격: 3,300++메뉴 이름: 블루베리 와플 가격: 4,200++메뉴 이름: 초코 바나나 와플 가격: 4,200++메뉴 이름: 놀숲 오리지널 떡볶이 가격: 4,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F819CB5118DC74A01978B65CF194749EF,126.9211748,37.55319529
275,마포구,20705154,스타벅스 동교점,4.4,22건,서울 마포구 월드컵북로 22 영준빌딩 1층,마포구 서교동,"영업시간&월~금 07:30 ~ 21:00&토,일 09:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6D823349279B4E51B03F6F57469E3C0F,126.9200225,37.55689633
276,마포구,700473992,바람커피,4.8,28건,서울 마포구 동교로38길 26-7,마포구 연남동,영업시간&매일 13:00 ~ 23:00,010-6565-1919,www.instagram.com/baram_coffee,#커피전문점 #로스팅전문 #핸드드립전문점,"메뉴 이름: Premium 급(Hot) 가격: 6,000++메뉴 이름: 우연한 만남(Hot) 가격: 6,000++메뉴 이름: 이호준블렌드(Hot) 가격: 6,000++메뉴 이름: 마음을 편하게 해주는 커피(Hot) 가격: 6,000++메뉴 이름: Dutch Iced 가격: 7,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F85E8B6D239CF4435A18A3E475F5E510C,126.9253236,37.56163629
277,마포구,288597324,스타벅스 합정폴리스R점,4.1,12건,서울 마포구 양화로 45,마포구 서교동,영업시간&월~토 08:00 ~ 21:00&일 09:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F84CAC23B68724C04A2ADC53B8848194B,126.9136776,37.55016583
278,마포구,251585472,해피베어데이 합정점,3.5,11건,서울 마포구 양화로12길 16-6 1층,마포구 서교동,영업시간&매일 11:30 ~ 22:00,010-2211-9051,instagram.com/happybearday.cake,#카페 ,"메뉴 이름: 아이스아메리카노 가격: 4,500++메뉴 이름: 크림메론소다 가격: 6,500++메뉴 이름: 레드벨벳케이크 가격: 7,500",,126.918199,37.55169795
279,마포구,27369058,리얼이스케이프챌린지,3.2,5건,서울 마포구 와우산로27길 21 4층,마포구 서교동,영업시간&매일 10:00 ~ 24:00,02-333-3882,www.rec-escape.com,#테마카페 #데이트코스 #방탈출카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F34CA560647A841D4A198EDBEC5ED37E7,126.9271013,37.55414808
280,마포구,1772808576,비트포비아 던전101,4.9,8건,서울 마포구 와우산로 74 2층,마포구 서교동,영업시간&월~금 10:00 ~ 19:00 (문의 답변 가능 시간),02-3144-2342,www.xphobia.net,#테마카페 #방탈출카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F61BDDA19FEC34889831BFDB0870B0B49,126.9234879,37.5509938
281,마포구,1097508726,당고집,3.6,54건,서울 마포구 어울마당로3길 5,마포구 합정동,영업시간&화~일 12:00 ~ 22:00&휴무일&월요일,070-7573-3164,,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 단팥라떼(HOT) 가격: 5,500++메뉴 이름: 간장당고 가격: 1,800++메뉴 이름: 단팥당고 가격: 1,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0259B1CE71174DB3AD3E477751CCE5F0,126.919326,37.54724399
282,마포구,959447815,투썸플레이스 공덕해링턴스퀘어점,1.9,17건,서울 마포구 마포대로 92 B동 1층,마포구 도화동,"영업시간&월,화,수,목,일 08:30 ~ 23:30&금,토 08:30 ~ 24:00",02-2197-0222,www.twosome.co.kr,#커피전문점 #카카오페이,,,126.9521969,37.5425428
283,마포구,693113820,카페어니스타,3.4,34건,서울 마포구 성미산로 153-13 1~2층,마포구 연남동,영업시간&화~일 12:00 ~ 20:00&휴무일&월요일,,www.panhonesta.com,#카페 #데이트코스 #비건베이커리 #비건카페 #비건푸드 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 오트밀크라떼 가격: 6,500++메뉴 이름: 두유라떼 가격: 5,500++메뉴 이름: 말차라떼 가격: 6,500++메뉴 이름: 초코라떼 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7CFE163ED3DF4DFCA5B7791D3786EF70,126.9229988,37.56495885
284,마포구,672826972,그리트,4,22건,서울 마포구 성미산로6길 53 1층,마포구 서교동,"영업시간&월,화,수,금,토,일 10:00 ~ 19:00&휴무일&목요일&공휴일",02-6952-1021,instagram.com/greet__official,#카페 #데이트코스 #분위기좋은 #브런치카페 #점심식사,"메뉴 이름: 아보카도 쉬림프 오픈샌드위치 가격: 14,000++메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 라떼 가격: 4,500++메뉴 이름: 석류 에이드 가격: 8,000++메뉴 이름: 베이컨 에그 오픈샌드위치 가격: 14,000++메뉴 이름: 홈메이드요거트 가격: 8,000++메뉴 이름: 쉬림프 토마토 스튜 가격: 16,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_959300223,126.9116834,37.55623432
285,마포구,1510829704,커피탐이나,5,3건,서울 마포구 잔다리로3안길 31,마포구 서교동,"영업시간&월~금 11:00 ~ 21:00&토,일 12:00 ~ 21:00&휴무일&설당일&추석당일",02-332-3212,www.coffeetomeina.com,#디저트카페 #감성카페 #데이트코스 #디저트카페 #로스팅전문 #분위기좋은 #수제케이크 #핸드드립전문점 #제로페이,"메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 바닐라빈 가격: 5,800++메뉴 이름: 카페모카 가격: 5,800++메뉴 이름: 카라멜 라떼 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe4fc8a253359f50d314c4fe7d9e8d131e2f1067c,126.9194855,37.55021922
